file name | last modified | file size
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\filling.rst.txt | 2025-08-02 17:07:21 | 267
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\log_sources\dir space\file space.txt | 2025-08-02 17:07:21 | 29
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\css\fonts\Roboto-Slab-Regular.woff2 | 2025-08-02 17:07:21 | 66444
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Lato-Bold.ttf | 2025-08-02 17:07:21 | 656544
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-regular.eot | 2025-08-02 17:07:21 | 253461
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\modify_dir\gslab_make.modify_dir.unzip.rst.txt | 2025-08-02 17:07:21 | 85
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\check_repo\gslab_make.check_repo.check_conda_status.doctree | 2025-08-02 17:07:21 | 6102
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-bold.ttf | 2025-08-02 17:07:21 | 600856
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\css\fonts\fontawesome-webfont.ttf | 2025-08-02 17:07:21 | 165548
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\move_sources\gslab_make.move_sources.link_externals.html | 2025-08-02 17:07:21 | 13673
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\source_logging.html | 2025-08-02 17:07:21 | 10973
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__pycache__\movedirective.cpython-313.pyc | 2025-08-04 20:43:39 | 16506
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Inconsolata-Regular.ttf | 2025-08-02 17:07:21 | 96964
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\filling.rst.txt | 2025-08-02 17:07:21 | 267
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\test\WIP_test_latex.py | 2025-08-02 17:07:21 | 2369
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\move_sources\gslab_make.move_sources.copy_inputs.doctree | 2025-08-02 17:07:21 | 19227
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\index.rst.txt | 2025-08-02 17:07:21 | 1071
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_perl.doctree | 2025-08-02 17:07:21 | 17480
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\move_sources\gslab_make.move_sources.link_inputs.rst.txt | 2025-08-02 17:07:21 | 105
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\textfill.cpython-313.pyc | 2025-08-04 20:43:43 | 8547
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\tablefill\gslab_make.tablefill.tablefill.html | 2025-08-02 17:07:21 | 17337
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\run_program\gslab_make.run_program.run_jupyter.rst | 2025-08-02 17:07:21 | 104
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\RobotoSlab-Regular.ttf | 2025-08-02 17:07:21 | 169064
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Lato\lato-regular.woff2 | 2025-08-02 17:07:21 | 182708
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\move_sources\gslab_make.move_sources.copy_externals.rst.txt | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\pygments.css | 2025-08-02 17:07:21 | 4976
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\RobotoSlab\roboto-slab-v7-regular.woff2 | 2025-08-02 17:07:21 | 66444
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-regular.woff2 | 2025-08-02 17:07:21 | 182708
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\utility.rst.txt | 2025-08-02 17:07:21 | 340
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\write_source_logs.cpython-313.pyc | 2025-08-04 20:43:42 | 5327
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\modify_dir\gslab_make.modify_dir.remove_dir.rst | 2025-08-02 17:07:21 | 100
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\move_sources\gslab_make.move_sources.copy_externals.rst.txt | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-bolditalic.woff2 | 2025-08-02 17:07:21 | 193308
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file space.lyx | 2025-08-02 17:07:21 | 1694
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\modify_dir\gslab_make.modify_dir.unzip.html | 2025-08-02 17:07:21 | 6969
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-bold.woff | 2025-08-02 17:07:21 | 309728
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\plus.png | 2025-08-02 17:07:21 | 90
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\underscore-1.12.0.js | 2025-08-02 17:07:21 | 69719
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\gslab_make\private\movedirective.py | 2025-08-02 17:07:21 | 13173
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\log_outputs\dir_depth\dir_depth\depth_2.txt | 2025-08-02 17:07:21 | 29
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Lato\lato-bold.eot | 2025-08-02 17:07:21 | 256056
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\move_sources\gslab_make.move_sources.link_inputs.doctree | 2025-08-02 17:07:21 | 19628
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\move_sources\gslab_make.move_sources.link_externals.html | 2025-08-02 17:07:21 | 13673
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\specifying_paths.doctree | 2025-08-02 17:07:21 | 15321
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\README.md | 2025-08-02 17:07:21 | 1374
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\underscore-1.13.1.js | 2025-08-02 17:07:21 | 70462
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\write_source_logs\gslab_make.write_source_logs.write_source_logs.html | 2025-08-02 17:07:21 | 11168
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\move_sources\move space.txt | 2025-08-02 17:07:21 | 77
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\write_logs\gslab_make.write_logs.write_to_makelog.html | 2025-08-02 17:07:21 | 8021
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\check_repo\gslab_make.check_repo.check_conda_status.rst.txt | 2025-08-02 17:07:21 | 124
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\move_sources\gslab_make.move_sources.link_externals.rst.txt | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\utility.py | 2025-08-02 17:07:21 | 8489
C:\GitHub\Task_JC_Git\lib\__init__.py | 2025-08-02 17:07:16 | 0
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\searchindex.js | 2025-08-02 17:07:21 | 33853
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\css\fonts\fontawesome-webfont.woff2 | 2025-08-02 17:07:21 | 77160
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\tablefill\tablefill_template space.lyx | 2025-08-02 17:07:21 | 4500
C:\GitHub\Task_JC_Git\lib\gslab_make\test\test_log_outputs.py | 2025-08-02 17:07:21 | 5242
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\config\config_bad.yaml | 2025-08-02 17:07:21 | 1013
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\gslab_make\__init__.py | 2025-08-02 17:07:21 | 2813
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\RobotoSlab\roboto-slab-v7-regular.woff2 | 2025-08-02 17:07:21 | 66444
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\run_program\gslab_make.run_program.run_stat_transfer.rst | 2025-08-02 17:07:21 | 122
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\check_repo\gslab_make.check_repo.get_modified_sources.rst.txt | 2025-08-02 17:07:21 | 130
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\gslab_make\textfill.py | 2025-08-02 17:07:21 | 5952
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\write_version_logs.cpython-313.pyc | 2025-08-04 20:43:42 | 3405
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\run_program\gslab_make.run_program.run_lyx.html | 2025-08-02 17:07:21 | 12689
C:\GitHub\Task_JC_Git\lib\gslab_make\test\test_log_sources.py | 2025-08-02 17:07:21 | 4702
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\test\EXCLUDE_test_stata.py | 2025-08-02 17:07:21 | 8228
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file_handout.lyx | 2025-08-02 17:07:21 | 2110
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\run_program\gslab_make.run_program.run_mathematica.rst.txt | 2025-08-02 17:07:21 | 116
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\tablefill\tablefill_duplicated.txt | 2025-08-02 17:07:21 | 69
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\RobotoSlab\roboto-slab-v7-regular.eot | 2025-08-02 17:07:21 | 78331
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\jquery-3.5.1.js | 2025-08-02 17:07:21 | 298502
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\dummy.rst.txt | 2025-08-02 17:07:21 | 772
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\move_sources\move_missing.txt | 2025-08-02 17:07:21 | 81
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\modify_dir\gslab_make.modify_dir.clear_dir.rst | 2025-08-02 17:07:21 | 97
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\RobotoSlab\roboto-slab-v7-bold.ttf | 2025-08-02 17:07:21 | 170616
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\write_version_logs.cpython-38.pyc | 2025-08-02 18:28:40 | 2399
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\textfill_info.cpython-38.pyc | 2025-08-02 18:28:40 | 6500
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\source_logging.html | 2025-08-02 17:07:21 | 10973
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__pycache__\__init__.cpython-38.pyc | 2025-08-02 18:24:46 | 181
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\run_program\gslab_make.run_program.run_perl.html | 2025-08-02 17:07:21 | 11786
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Lato\lato-italic.woff | 2025-08-02 17:07:21 | 328412
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\run_program\gslab_make.run_program.run_stat_transfer.rst.txt | 2025-08-02 17:07:21 | 122
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\conf.py | 2025-08-02 17:07:21 | 1592
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-regular.woff | 2025-08-02 17:07:21 | 309192
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\modify_dir\gslab_make.modify_dir.unzip.rst | 2025-08-02 17:07:21 | 85
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_python.doctree | 2025-08-02 17:07:21 | 17516
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__pycache__\messages.cpython-313.pyc | 2025-08-04 20:43:39 | 5904
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\tablefill\tablefill_template_missing_input.lyx | 2025-08-02 17:07:21 | 4508
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\tablefill\gslab_make.tablefill.tablefill.rst | 2025-08-02 17:07:21 | 96
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\move_sources\gslab_make.move_sources.link_externals.doctree | 2025-08-02 17:07:21 | 19724
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\run_program\gslab_make.run_program.run_jupyter.html | 2025-08-02 17:07:21 | 11286
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\write_logs\gslab_make.write_logs.end_makelog.html | 2025-08-02 17:07:21 | 7964
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\js\modernizr.min.js | 2025-08-02 17:07:21 | 15418
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\write_logs\gslab_make.write_logs.write_to_makelog.doctree | 2025-08-02 17:07:21 | 7820
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\modify_dir\gslab_make.modify_dir.remove_dir.doctree | 2025-08-02 17:07:21 | 10087
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\graphviz.css | 2025-08-02 17:07:21 | 318
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\move_sources\move_bad_key.txt | 2025-08-02 17:07:21 | 49
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\run_program\gslab_make.run_program.run_perl.rst.txt | 2025-08-02 17:07:21 | 95
C:\GitHub\Task_JC_Git\lib\gslab_make\test\EXCLUDE_test_perl.py | 2025-08-02 17:07:21 | 8329
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__pycache__\metadata.cpython-313.pyc | 2025-08-04 20:43:39 | 2451
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\write_logs\gslab_make.write_logs.start_makelog.rst | 2025-08-02 17:07:21 | 109
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\write_logs\gslab_make.write_logs.start_makelog.rst.txt | 2025-08-02 17:07:21 | 109
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\css\theme.css | 2025-08-02 17:07:21 | 135317
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\run_program\gslab_make.run_program.run_python.html | 2025-08-02 17:07:21 | 11780
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\write_logs.py | 2025-08-02 17:07:21 | 10665
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\language_data.js | 2025-08-02 17:07:21 | 4957
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\run_program\gslab_make.run_program.run_sas.html | 2025-08-02 17:07:21 | 12196
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\check_repo.cpython-313.pyc | 2025-08-04 20:43:38 | 18318
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\doctools.js | 2025-08-02 17:07:21 | 4628
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\write_source_logs\gslab_make.write_source_logs.write_source_logs.rst.txt | 2025-08-02 17:07:21 | 128
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\textfill.py | 2025-08-02 17:07:21 | 5952
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\general_logging.rst | 2025-08-02 17:07:21 | 673
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\run_program\gslab_make.run_program.run_lyx.rst.txt | 2025-08-02 17:07:21 | 92
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__pycache__\messages.cpython-38.pyc | 2025-08-02 18:24:46 | 5629
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\general_logging.doctree | 2025-08-02 17:07:21 | 32832
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\move_sources\gslab_make.move_sources.link_externals.rst.txt | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\css\fonts\Roboto-Slab-Bold.woff | 2025-08-02 17:07:21 | 87624
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\repository.html | 2025-08-02 17:07:21 | 11751
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\repository.rst.txt | 2025-08-02 17:07:21 | 376
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\Lato\lato-regular.eot | 2025-08-02 17:07:21 | 253461
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\genindex.html | 2025-08-02 17:07:21 | 13437
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_matlab.doctree | 2025-08-02 17:07:21 | 17431
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\underscore-1.12.0.js | 2025-08-02 17:07:21 | 69719
C:\GitHub\Task_JC_Git\lib\gslab_make\setup.py | 2025-08-02 17:07:21 | 762
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\run_program\gslab_make.run_program.run_r.html | 2025-08-02 17:07:21 | 11699
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\test\EXCLUDE_test_perl.py | 2025-08-02 17:07:21 | 8329
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\directory.html | 2025-08-02 17:07:21 | 13248
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\perl_script_arg.pl | 2025-08-02 17:07:21 | 213
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\utility.rst | 2025-08-02 17:07:21 | 340
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\tablefill\tablefill space.txt | 2025-08-02 17:07:21 | 69
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_lyx.doctree | 2025-08-02 17:07:21 | 20832
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\run_program\gslab_make.run_program.run_module.html | 2025-08-02 17:07:21 | 10735
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_module.doctree | 2025-08-02 17:07:21 | 12237
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\make_utility\gslab_make.make_utility.copy_output.html | 2025-08-02 17:07:21 | 7956
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\run_program\gslab_make.run_program.run_matlab.rst.txt | 2025-08-02 17:07:21 | 101
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\modify_dir\gslab_make.modify_dir.remove_dir.rst.txt | 2025-08-02 17:07:21 | 100
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\make_utility\gslab_make.make_utility.copy_output.rst.txt | 2025-08-02 17:07:21 | 105
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\js\html5shiv.min.js | 2025-08-02 17:07:21 | 2737
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\move_sources\gslab_make.move_sources.copy_inputs.html | 2025-08-02 17:07:21 | 13450
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\index.rst | 2025-08-02 17:07:21 | 1071
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\general_logging.html | 2025-08-02 17:07:21 | 15364
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\run_program\gslab_make.run_program.run_r.rst.txt | 2025-08-02 17:07:21 | 86
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\test\EXCLUDE_test_lyx.py | 2025-08-02 17:07:21 | 9513
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\fontawesome-webfont.eot | 2025-08-02 17:07:21 | 165742
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_sources\pages\api\write_source_logs\gslab_make.write_source_logs.write_source_logs.rst.txt | 2025-08-02 17:07:21 | 128
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\move_sources\gslab_make.move_sources.copy_externals.rst | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\write_logs\gslab_make.write_logs.end_makelog.rst | 2025-08-02 17:07:21 | 103
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-italic.ttf | 2025-08-02 17:07:21 | 639388
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\check_repo\gslab_make.check_repo.check_module_size.html | 2025-08-02 17:07:21 | 8776
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file_beamer.lyx | 2025-08-02 17:07:21 | 2110
C:\GitHub\Task_JC_Git\lib\gslab_make\test\test_move_sources.py | 2025-08-02 17:07:21 | 7466
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file_error.lyx | 2025-08-02 17:07:21 | 5
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\run_program\gslab_make.run_program.run_sas.rst.txt | 2025-08-02 17:07:21 | 92
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\modify_dir\gslab_make.modify_dir.clear_dir.rst.txt | 2025-08-02 17:07:21 | 97
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\modify_dir.cpython-38.pyc | 2025-08-02 18:28:30 | 6963
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\make_utility\gslab_make.make_utility.update_internal_paths.html | 2025-08-02 17:07:21 | 8426
C:\GitHub\Task_JC_Git\lib\gslab_make\build\lib\test\test_move_sources.py | 2025-08-02 17:07:21 | 7466
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\private\__init__.py | 2025-08-02 17:07:21 | 0
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\api\run_program\gslab_make.run_program.execute_command.html | 2025-08-02 17:07:21 | 11683
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\run_program\gslab_make.run_program.run_stat_transfer.doctree | 2025-08-02 17:07:21 | 17730
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\make_utility\gslab_make.make_utility.copy_output.rst | 2025-08-02 17:07:21 | 105
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\write_logs.cpython-313.pyc | 2025-08-04 20:43:39 | 12096
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\genindex.html | 2025-08-02 17:07:21 | 13437
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\repository.html | 2025-08-02 17:07:21 | 11751
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\matlab_script space.m | 2025-08-02 17:07:21 | 86
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\RobotoSlab\roboto-slab-v7-regular.woff | 2025-08-02 17:07:21 | 86288
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\pages\directory.html | 2025-08-02 17:07:21 | 13248
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\latex_file.tex | 2025-08-02 17:07:21 | 285
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\api\make_utility\gslab_make.make_utility.update_paths.html | 2025-08-02 17:07:21 | 7973
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_sources\pages\api\run_program\gslab_make.run_program.run_stat_transfer.rst.txt | 2025-08-02 17:07:21 | 122
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\fontawesome-webfont.woff | 2025-08-02 17:07:21 | 98024
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\fonts\Lato\lato-bold.eot | 2025-08-02 17:07:21 | 256056
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\basic.css | 2025-08-02 17:07:21 | 15709
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file_handout_handout.lyx.bak | 2025-08-02 17:07:21 | 2110
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\config\config.yaml | 2025-08-02 17:07:21 | 1031
C:\GitHub\Task_JC_Git\lib\gslab_make\docs\_static\css\badge_only.css | 2025-08-02 17:07:21 | 3229
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\css\fonts\lato-bold.woff2 | 2025-08-02 17:07:21 | 184912
C:\GitHub\Task_JC_Git\raw\chips.csv | 2025-08-05 15:21:46 | 9068852
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\write_logs\gslab_make.write_logs.log_files_in_output.rst | 2025-08-02 17:07:21 | 127
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\python_script_error.py | 2025-08-02 17:07:21 | 5
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\pages\filling.html | 2025-08-02 17:07:21 | 17348
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\tablefill.cpython-38.pyc | 2025-08-02 18:28:40 | 18425
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\tablefill\tablefill_template_not_enough_values.lyx | 2025-08-02 17:07:21 | 4038
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\fonts\fontawesome-webfont.ttf | 2025-08-02 17:07:21 | 165548
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\html\_static\css\fonts\fontawesome-webfont.eot | 2025-08-02 17:07:21 | 165742
C:\GitHub\Task_JC_Git\raw\tv.csv | 2025-08-05 15:21:46 | 108924
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\stata_script.do | 2025-08-02 17:07:21 | 114
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\write_logs\gslab_make.write_logs.log_files_in_output.doctree | 2025-08-02 17:07:21 | 16128
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\source\pages\api\modify_dir\gslab_make.modify_dir.zip_dir.rst | 2025-08-02 17:07:21 | 91
C:\GitHub\Task_JC_Git\lib\gslab_make\gslab_make\__pycache__\textfill.cpython-38.pyc | 2025-08-02 18:28:40 | 5097
C:\GitHub\Task_JC_Git\lib\gslab_make\test\raw\run_program\lyx_file_comments_comments.lyx.bak | 2025-08-02 17:07:21 | 1866
C:\GitHub\Task_JC_Git\lib\gslab_make\sphinx\build\doctrees\pages\api\write_source_logs\gslab_make.write_source_logs.write_source_logs.doctree | 2025-08-02 17:07:21 | 18133
